Date,Open,High,Low,Close
4/28/2017,948.83,949.59,924.333,924.99
4/27/2017,914.39,921.86,912.11,918.38
4/26/2017,910.3,915.749,907.56,909.29
4/25/2017,907.04,909.48,903,907.62
4/24/2017,908.68,909.99,903.82,907.41
4/21/2017,902.67,903.65,896.77,898.53
4/20/2017,899.7,905.32,896.29,902.06
4/19/2017,907.84,910.5,897.369,899.2
4/18/2017,900.99,909.61,900.78,903.78
4/17/2017,887.5,902.38,887.5,901.99
4/13/2017,891.45,894.97,884.49,884.67
4/12/2017,903.09,904.09,895.25,896.23
4/11/2017,907.04,911.24,897.5,902.36
4/10/2017,899.63,908.51,899,907.04
4/7/2017,899.65,900.09,889.31,894.88
4/6/2017,913.8,917.19,894.493,898.28
4/5/2017,910.82,923.72,905.62,909.28
4/4/2017,891.5,908.538,890.28,906.83
4/3/2017,888,893.49,885.42,891.51
3/31/2017,877,890.35,876.65,886.54
3/30/2017,874.95,877.06,871.66,876.34
3/29/2017,859.05,876.438,859.02,874.32
3/28/2017,851.75,858.46,850.1,856
3/27/2017,838.07,850.3,833.5,846.82
3/24/2017,851.68,851.8,843.53,845.61
3/23/2017,848.2,850.89,844.8,847.38
3/22/2017,840.43,849.37,839.05,848.06
3/21/2017,858.84,862.795,841.31,843.2
3/20/2017,851.51,857.8,851.01,856.97
3/17/2017,853.49,853.83,850.64,852.31
3/16/2017,855.3,855.5,850.51,853.42
3/15/2017,854.33,854.45,847.11,852.97
3/14/2017,853.55,853.75,847.55,852.53
3/13/2017,851.77,855.69,851.71,854.59
3/10/2017,857,857.35,851.72,852.46
3/9/2017,851,856.4,850.31,853
3/8/2017,848,853.07,846.79,850.5
3/7/2017,845.48,848.46,843.75,846.02
3/6/2017,845.23,848.49,841.12,846.61
3/3/2017,847.2,851.985,846.27,849.88
3/2/2017,853.08,854.82,847.28,848.91
3/1/2017,853.05,854.83,849.01,853.08
2/28/2017,851.45,854.09,842.05,845.04
2/27/2017,842.38,852.5,839.67,848.64
2/24/2017,844.69,845.81,837.75,845.24
2/23/2017,857.57,860.86,848,852.19
2/22/2017,856.95,858.43,852.18,855.61
2/21/2017,848.84,857.98,847.25,856.44
2/17/2017,842,847.27,840.73,845.07
2/16/2017,841.84,845,839.375,844.14
2/15/2017,834,842.81,832.82,842.7
2/14/2017,837,838.31,831.452,836.39
2/13/2017,831.62,843,828.55,836.53
2/10/2017,823.82,828,822.85,827.46
2/9/2017,821.6,825,819.71,821.36
2/8/2017,812.69,821.479,812.5,819.71
2/7/2017,809.31,816.16,807.5,812.5
2/6/2017,809.8,810.72,803,807.64
2/3/2017,806.72,818.3,804,810.2
2/2/2017,836.59,842.49,828.26,839.95
2/1/2017,829.21,833.78,824.94,832.35
1/31/2017,823.75,826.99,819.56,823.48
1/30/2017,833,833.5,816.38,830.38
1/27/2017,839,839.7,829.44,835.77
1/26/2017,835.53,843.84,833,839.15
1/25/2017,825.79,837.418,825.288,836.52
1/24/2017,822,823.99,814.5,822.44
1/23/2017,806.8,818.5,805.08,817.88
1/20/2017,815.28,816.02,806.26,808.33
1/19/2017,810,813.51,807.32,809.04
1/18/2017,809.5,811.73,804.27,807.48
1/17/2017,815.7,816,803.44,809.72
1/13/2017,814.32,821.65,811.4,817.14
1/12/2017,800.31,814.13,799.5,813.64
1/11/2017,793.66,799.5,789.51,799.02
1/10/2017,796.6,798,789.543,795.9
1/9/2017,798,801.774,791.77,796.92
1/6/2017,782.36,799.44,778.48,795.99
1/5/2017,761.55,782.4,760.256,780.45
1/4/2017,758.39,759.68,754.2,757.18
1/3/2017,757.92,758.76,747.7,753.67
12/30/2016,766.47,767.4,748.28,749.87
12/29/2016,772.4,773.4,760.85,765.15
12/28/2016,776.25,780,770.5,772.13
12/27/2016,763.4,774.65,761.2,771.4
12/23/2016,764.55,766.5,757.99,760.59
12/22/2016,768.12,771.21,763.02,766.34
12/21/2016,770,771.22,765.7,770.6
12/20/2016,768.65,774.39,767.71,771.22
12/19/2016,758.89,770.5,756.16,766
12/16/2016,765,765.13,754,757.77
12/15/2016,766.28,769.1,760.31,761
12/14/2016,778.25,780.86,762.81,768.82
12/13/2016,764.96,782.46,762,774.34
12/12/2016,766.4,766.89,757.2,760.12
12/9/2016,770,770.25,765.34,768.66
12/8/2016,771.87,773.79,765.19,767.33
12/7/2016,764.55,770.42,755.82,770.42
12/6/2016,763.99,768.24,757.25,764.72
12/5/2016,745,761.49,742,759.36
12/2/2016,743.4,748.49,736.7,740.34
12/1/2016,752.41,753.37,738.03,743.65
11/30/2016,762,768.09,750.25,750.57
11/29/2016,768,769.89,761.32,762.52
11/28/2016,776.99,777,764.24,766.77
11/25/2016,786.5,786.75,777.9,780.37
11/23/2016,781.73,781.75,773.12,780.12
11/22/2016,788.17,792.4,781,785.33
11/21/2016,766,780.35,765.11,780
11/18/2016,761,767.74,757.643,760.16
11/17/2016,749.32,757.5,748,756.4
11/16/2016,739.88,749.87,735.61,746.49
11/15/2016,730,746.78,725.99,743.24
11/14/2016,745.51,746,710.1,719.07
11/11/2016,735.73,743.26,728.9,739.01
11/10/2016,778.81,778.83,717.7,742.38
11/9/2016,764,777.5,760.09,771.88
11/8/2016,784.97,791.74,779.1,787.75
11/7/2016,771.64,787.732,770.94,784.93
11/4/2016,762.79,766,753.23,755.05
11/3/2016,765.05,777,764,767.03
11/2/2016,783.93,784.75,763.55,765.56
11/1/2016,799,800.84,776.713,785.41
10/31/2016,781.03,793.7,780.11,789.82
10/28/2016,782,789.49,774.61,776.32
10/27/2016,831.24,831.72,815.43,818.36
10/26/2016,832.76,833.44,820,822.59
10/25/2016,839.3,843.09,833.22,835.18
10/24/2016,824.95,838.3,822.21,838.09
10/21/2016,809.36,819.42,809,818.99
10/20/2016,813.99,815.71,803.1,810.32
10/19/2016,820.4,820.67,815.17,817.69
10/18/2016,822.11,823.26,815.02,817.65
10/17/2016,821.5,822,811.68,812.95
10/14/2016,835.08,835.74,822.96,822.96
10/13/2016,829,831.8,821.21,829.28
10/12/2016,834,837.666,830.1,834.09
10/11/2016,841.02,841.29,828.35,831
10/10/2016,843.25,845.2,840.27,841.71
10/7/2016,845.79,845.95,837.45,839.43
10/6/2016,843.7,847.21,840.6,841.66
10/5/2016,838,845.67,836.12,844.36
10/4/2016,840.91,842.365,830.26,834.03
10/3/2016,836,839.86,831.25,836.74
9/30/2016,832.61,839.95,832.4,837.31
9/29/2016,828.26,837.5,824.63,829.05
9/28/2016,818,830.14,817.034,828.72
9/27/2016,801.85,816.64,801.11,816.11
9/26/2016,801.8,805.93,797.145,799.16
9/23/2016,803.13,807.75,802.12,805.75
9/22/2016,794.27,805.889,794.27,804.7
9/21/2016,783.25,790.69,779.01,789.74
9/20/2016,776,781.37,776,780.22
9/19/2016,779.97,781.94,771,775.1
9/16/2016,773.28,780.46,771.66,778.52
9/15/2016,762,770.87,757.58,769.69
9/14/2016,762.2,767.5,758.85,761.09
9/13/2016,768.77,769.89,759.05,761.01
9/12/2016,757.35,772.66,756,771.49
9/9/2016,779.36,781,760.11,760.14
9/8/2016,783.89,786.5,781.44,784.06
9/7/2016,789.53,790.79,784.33,784.48
9/6/2016,774.04,789.48,770.22,788.87
9/2/2016,774.11,776,771.7,772.44
9/1/2016,770.9,772.04,766.75,770.62
8/31/2016,766.6,769.64,764,769.16
8/30/2016,771.05,771.836,765.56,767.58
8/29/2016,768.72,774.98,768.6,771.29
8/26/2016,760.05,770,759.795,769

