Date,Open,High,Low,Close,Adj Close,Volume
2016-12-06,66.650002,67.480003,66.500000,67.449997,64.901138,6701800
2016-12-07,67.349998,68.339996,66.959999,68.339996,65.757507,7202700
2016-12-08,68.419998,69.180000,68.370003,68.550003,65.959572,5552600
2016-12-09,68.610001,68.889999,67.800003,68.519997,65.930702,5551800
2016-12-12,68.370003,68.650002,67.919998,68.470001,65.882591,5615200
2016-12-13,68.720001,70.239998,68.489998,69.339996,66.719704,8494200
2016-12-14,68.639999,69.180000,67.349998,67.559998,65.006973,9957700
2016-12-15,68.099998,68.769997,67.309998,68.029999,65.459221,7162400
2016-12-16,68.489998,68.489998,66.300003,66.459999,63.948547,17631800
2016-12-19,66.790001,67.430000,66.639999,67.019997,64.487381,7884700
2016-12-20,67.379997,67.559998,66.769997,66.910004,64.381554,6685400
2016-12-21,67.070000,67.349998,66.820000,67.160004,64.622093,5211400
2016-12-22,67.639999,67.750000,66.459999,66.760002,64.237221,5900200
2016-12-23,66.889999,66.940002,66.519997,66.860001,64.333427,3039900
2016-12-27,67.139999,67.580002,67.059998,67.250000,64.708694,3028200
2016-12-28,66.650002,67.070000,65.699997,65.750000,63.265385,6547200
2016-12-29,65.500000,66.080002,65.419998,66.040001,63.544418,3695400
2016-12-30,66.250000,66.349998,65.040001,65.199997,62.736160,5941900
2017-01-03,65.860001,66.139999,64.599998,65.400002,62.928608,9519800
2017-01-04,65.669998,65.949997,65.260002,65.470001,62.995956,6221700
2017-01-05,65.220001,65.980003,65.050003,65.550003,63.072941,5998900
2017-01-06,65.480003,65.870003,64.860001,65.529999,63.053688,6749400
2017-01-09,65.529999,66.269997,65.489998,65.650002,63.169151,4702100
2017-01-10,65.949997,66.160004,65.570000,65.629997,63.149918,6076000
2017-01-11,65.750000,66.110001,65.419998,66.099998,63.602150,8349800
2017-01-12,65.349998,66.180000,65.050003,66.120003,63.621403,6113600
2017-01-13,66.250000,67.080002,66.160004,66.879997,64.352676,6177400
2017-01-17,66.709999,66.970001,63.150002,64.190002,61.764332,22338800
2017-01-18,64.669998,66.089996,63.810001,65.129997,62.668804,15883200
2017-01-19,64.970001,65.400002,64.360001,64.440002,62.004887,9429200
2017-01-20,65.190002,65.739998,62.619999,62.880001,60.503830,20936900
2017-01-23,58.669998,58.669998,53.770000,54.880001,52.806145,94436000
2017-01-24,55.020000,55.770000,54.700001,55.000000,52.921612,41751800
2017-01-25,56.099998,56.980000,55.500000,56.900002,54.749813,27307900
2017-01-26,55.349998,55.490002,53.500000,54.049999,52.007507,37888200
2017-01-27,54.650002,54.759998,54.000000,54.240002,52.190331,23474400
2017-01-30,54.389999,54.400002,53.549999,53.610001,51.584133,14853900
2017-01-31,53.610001,53.639999,52.830002,53.430000,51.410934,13995400
2017-02-01,53.639999,53.820000,52.860001,53.150002,51.141521,16102100
2017-02-02,52.950001,53.099998,52.369999,52.660000,50.670040,14481200
2017-02-03,52.950001,53.220001,52.750000,52.980000,50.977943,10965300
2017-02-06,53.310001,53.410000,52.820000,52.880001,50.881725,8215100
2017-02-07,53.220001,53.279999,52.759998,53.270000,51.256989,10374100
2017-02-08,53.389999,53.389999,52.720001,52.889999,50.891342,9229000
2017-02-09,52.910000,53.099998,52.759998,52.880001,50.881725,7615100
2017-02-10,53.099998,54.279999,52.930000,54.000000,51.959396,14042200
2017-02-13,54.580002,55.130001,54.259998,54.930000,52.854256,14516200
2017-02-14,55.430000,55.520000,54.820000,55.480000,53.383465,13061700
2017-02-15,55.630001,56.500000,55.490002,56.490002,54.355305,14149200
2017-02-16,56.580002,56.900002,56.450001,56.880001,54.730564,11622900
2017-02-17,56.849998,56.939999,56.049999,56.459999,54.326435,12456600
2017-02-21,56.830002,57.189999,56.580002,56.750000,54.605480,9878200
2017-02-22,56.779999,57.099998,56.480000,57.099998,54.942249,8711500
2017-02-23,57.009998,57.310001,56.770000,57.139999,54.980740,10152800
2017-02-24,57.020000,57.230000,56.500000,57.220001,55.057720,10644800
2017-02-27,56.560001,56.980000,56.310001,56.730000,55.096565,7127600
2017-02-28,56.490002,56.520000,55.889999,56.480000,54.853764,10388200
2017-03-01,56.930000,57.080002,56.270000,57.009998,55.368504,11082400
2017-03-02,56.950001,57.150002,56.240002,56.369999,54.746929,8451700
2017-03-03,56.520000,56.570000,56.000000,56.439999,54.814915,6971400
2017-03-06,56.270000,56.560001,56.070000,56.450001,54.824627,7241600
2017-03-07,56.599998,56.820000,56.189999,56.730000,55.096565,7131700
2017-03-08,56.919998,58.080002,56.799999,57.770000,56.106617,13201700
2017-03-09,57.650002,58.099998,57.400002,57.970001,56.300865,9875600
2017-03-10,58.360001,58.790001,58.299999,58.639999,56.951569,9752000
2017-03-13,59.029999,59.040001,58.200001,58.459999,56.776749,7737900
2017-03-14,58.380001,58.380001,57.720001,58.220001,56.543667,6276900
2017-03-15,58.419998,58.750000,58.180000,58.520000,56.835030,9029500
2017-03-16,58.299999,58.730000,58.160000,58.349998,56.669922,7206200
2017-03-17,58.570000,58.610001,57.509998,57.549999,55.892956,20057800
2017-03-20,57.790001,58.070000,57.590000,57.810001,56.145470,7498200
2017-03-21,57.930000,58.099998,56.740002,56.799999,55.164551,10092600
2017-03-22,56.730000,57.130001,56.099998,57.040001,55.397640,9129700
2017-03-23,57.160000,57.270000,56.590000,56.810001,55.174267,7718700
2017-03-24,57.470001,57.470001,56.639999,56.919998,55.281094,5621400
2017-03-27,56.720001,56.939999,56.480000,56.660000,55.028580,4726300
